Cust_Branch,Cust_Phone,Cust_Name,ReceiptNo,ReceiptDate,Total_Package,Total_Weight,Total_Received_Amount,Deleted_Flag
KPO Thamrin City,81291555533,NITIKA,RTMC2BZ67DN6NM,2021-08-25 10:25:00.39338,1,1.0,5000.0,N
KPO Thamrin City,812108999920,GAGIL FASHION,RTMC2BZ67DN6WM,2021-08-25 10:25:00.39339,1,3.0,15000.0,N
KPO Thamrin City,87888599279,SRIYANI,RTMC2BZ67Q4VMM,2021-08-25 10:25:00.39340,1,1.0,5000.0,N
KPO Thamrin City,81216770800,AMAMI,RTMC2BZ67QNE78,2021-08-25 10:25:00.39341,1,2.0,10000.0,N
KPO Thamrin City,8118006543,LANI,RTMC2BZ67V1Z38,2021-08-25 10:25:00.39342,1,2.0,10000.0,N
KPO Thamrin City,815192256260,AR LABEL STORE,RTMC2BZ67V1Z76,2021-08-25 10:25:00.39343,1,3.0,25200.0,N
KPO Thamrin City,81310188821,APIN CO,RTMC2BZ67V1Z88,2021-08-25 10:25:00.39344,1,1.0,5000.0,N
KPO Thamrin City,81216770800,AMAMI,RTMC2BZ67VK3PM,2021-08-25 10:25:00.39345,1,1.0,5000.0,N
KPO Thamrin City,877870605750,AR LABEL STORE,RTMC2BZ67XBBB8,2021-08-25 10:25:00.39346,1,1.0,5000.0,N
KPO Thamrin City,857067374030,YY SHOP,RTMC2BZ67Z7D9J,2021-08-25 10:25:00.39347,1,1.0,5000.0,N
KPO Thamrin City,81291555533,NITIKA,RTMC2BZ67ZJYW8,2021-08-25 10:25:00.39348,1,1.0,5000.0,N
KPO Thamrin City,8128961973,ALLAWIYAH SYAR'I,RTMC2BZ68186KJ,2021-08-25 10:25:00.39349,1,1.0,5000.0,N
KPO Thamrin City,812108999920,GAGIL FASHION,RTMC2BZ68186QJ,2021-08-25 10:25:00.39350,1,2.0,10000.0,N
KPO Thamrin City,81311101365,AWLIYA COLLECTION,RTMC2BZ689WVW8,2021-08-25 10:25:00.39351,1,1.0,5000.0,N
KPO Thamrin City,8128889378,D'LOVERA,RTMC2BZ68MB7XM,2021-08-25 10:25:00.39352,1,2.0,10000.0,N
KPO Thamrin City,82122068087,ARRUMAISHA,RTMC2BZ68XJXPM,2021-08-25 10:25:00.39353,1,1.0,5000.0,N
KPO Thamrin City,8128889378,D'LOVERA,RTMC2BZ68ZWBJM,2021-08-25 10:25:00.39354,1,4.0,20000.0,N
KPO Thamrin City,81808522214,GAMIS MURAH MONA,RTMC2BZ69395JM,2021-08-25 10:25:00.39355,1,2.0,10000.0,N
KPO Thamrin City,85811038365,VIENDRA SYARI,RTMC2BZ693D4DJ,2021-08-25 10:25:00.39356,1,8.0,106400.0,N
KPO Thamrin City,87877997894,RIRIN,RTMC2BZ693NQZ6,2021-08-25 10:25:00.39357,1,1.0,5000.0,N
KPO Thamrin City,812829717350,IDA TC,RTMC2BZ693NZ48,2021-08-25 10:25:00.39358,1,1.0,5000.0,N
KPO Thamrin City,82122068087,HUMAYRA MUKENA,RTMC2BZ697Z31J,2021-08-25 10:25:00.39359,1,12.0,60000.0,N
KPO Thamrin City,8121089999200,GAGILFASHION,RTMC2BZ697Z39J,2021-08-25 10:25:00.39360,1,2.0,10000.0,N
KPO Thamrin City,856925659,TYARA HIJAB,RTMC2BZ69DJVZ8,2021-08-25 10:25:00.39361,1,2.0,10000.0,N
KPO Thamrin City,85608565669,JANNE SHOP,RTMC2BZ69DZ14M,2021-08-25 10:25:00.39362,1,1.0,5000.0,N
KPO Thamrin City,85811038365,VIENDRA SYARI,RTMC2BZ69E93W8,2021-08-25 10:25:00.39363,1,2.0,10000.0,N
KPO Thamrin City,8128889378,D'LOVERA,RTMC2BZ69EWG9P,2021-08-25 10:25:00.39364,1,2.0,10000.0,N
KPO Thamrin City,821106310770,EFFONI,RTMC2BZ69KYY0J,2021-08-25 10:25:00.39365,1,2.0,10000.0,N
KPO Thamrin City,818107051,IRWIN / HARINI  SEMARANG,RTMC2BZ69KYYBP,2021-08-25 10:25:00.39366,1,1.0,5000.0,N
KPO Thamrin City,8121468384,IRWINOV,RTMC2BZ69KYYNJ,2021-08-25 10:25:00.39367,1,2.0,10000.0,N
KPO Thamrin City,81210500325,SHAYARA SYAR'I,RTMC2BZ69Q8PVM,2021-08-25 10:25:00.39368,1,1.0,5000.0,N
KPO Thamrin City,82114681078,NURUL,RTMC2BZ6D003Q8,2021-08-25 10:25:00.39369,1,1.0,5000.0,N
KPO Thamrin City,81606040505,ARKANSYA HIJAB,RTMC2BZ689DK1J,2021-08-25 10:25:00.39370,1,1.0,5000.0,N
KPO Thamrin City,812105003250,SHAYARA SYARI,RTMC2BZ689DK9J,2021-08-25 10:25:00.39371,1,1.0,5000.0,N
KPO Thamrin City,82213470074,RA SHOP,RTMC2BZ689DKMJ,2021-08-25 10:25:00.39372,1,1.0,5000.0,N
KPO Thamrin City,812808765370,DATIK OSLO JKT,RTMC2BZ68QB0ZJ,2021-08-25 10:25:00.39373,1,4.0,20000.0,N
KPO Thamrin City,81317517950,HUMAYRA MUKENA,RTMC2BZ68QYY6M,2021-08-25 10:25:00.39374,1,3.0,15000.0,N
KPO Thamrin City,878880238120,AR LABEL STORE,RTMC2BZ68X8P38,2021-08-25 10:25:00.39375,1,3.0,15000.0,N
KPO Thamrin City,895616050663,BU EUIS  NA,RTMC2BZ68X8PK8,2021-08-25 10:25:00.39376,1,1.0,5000.0,N
KPO Thamrin City,81289239519,RA SHOP,RTMC2BZ68Z93VJ,2021-08-25 10:25:00.39377,1,1.0,5000.0,N
KPO Thamrin City,81289239519,RA SHOP,RTMC2BZ68ZWBGM,2021-08-25 10:25:00.39378,1,1.0,5000.0,N
KPO Thamrin City,85217929021,NAIS SYAR'I,RTMC2BZ69348WM,2021-08-25 10:25:00.39379,1,2.0,10000.0,N
KPO Thamrin City,85811038365,VIENDRA SYARI,RTMC2BZ693950M,2021-08-25 10:25:00.39380,1,8.0,40000.0,N
KPO Thamrin City,85697784520,ARSCARVES 41,RTMC2BZ693D43J,2021-08-25 10:25:00.39381,1,1.0,5000.0,N
KPO Thamrin City,81388893780,UNIE OUTFIT,RTMC2BZ693NQM8,2021-08-25 10:25:00.39382,1,2.0,10000.0,N
KPO Thamrin City,87787060575,AR LABEL STORE,RTMC2BZ693NQQ6,2021-08-25 10:25:00.39383,1,1.0,5000.0,N
KPO Thamrin City,82174460929,FE ME,RTMC2BZ693NQX6,2021-08-25 10:25:00.39384,1,1.0,5000.0,N
KPO Thamrin City,8121089999200,GAGILFASHION,RTMC2BZ69776N8,2021-08-25 10:25:00.39385,1,2.0,10000.0,N
KPO Thamrin City,8151922562600,AR LABEL STORE,RTMC2BZ698ENQJ,2021-08-25 10:25:00.39386,1,4.0,20000.0,N
KPO Thamrin City,8128206066,IBU YAYA,RTMC2BZ698ENZJ,2021-08-25 10:25:00.39387,1,1.0,12800.0,N
KPO Thamrin City,82211119468,NINO'S,RTMC2BZ698GX8M,2021-08-25 10:25:00.39388,1,4.0,20000.0,N
KPO Thamrin City,821106310770,EFFONI,RTMC2BZ69DJVE8,2021-08-25 10:25:00.39389,1,2.0,10000.0,N
KPO Thamrin City,821106298940,KANAYA,RTMC2BZ69DJVQ8,2021-08-25 10:25:00.39390,1,4.0,20000.0,N
KPO Thamrin City,82211119468,NINO'S,RTMC2BZ69DZ1PM,2021-08-25 10:25:00.39391,1,4.0,20000.0,N
KPO Thamrin City,81213038442,HABIBI HIJAB,RTMC2BZ69E4MV8,2021-08-25 10:25:00.39392,1,1.0,5000.0,N
KPO Thamrin City,821106298940,KANAYA,RTMC2BZ69EWBPJ,2021-08-25 10:25:00.39393,1,37.0,185000.0,N
KPO Thamrin City,85214076353,BUNDA NENI,RTMC2BZ69KB0D8,2021-08-25 10:25:00.39394,1,2.0,10000.0,N
KPO Thamrin City,85811038365,VIENDRA SYARI,RTMC2BZ69QXN08,2021-08-25 10:25:00.39395,1,1.0,5000.0,N
KPO Thamrin City,81285652961,RAHMAT FITRA,RTMC2BZ69ZB7ZJ,2021-08-25 10:25:00.39396,1,1.0,9800.0,N
KPO Thamrin City,85781902092,BELIZAH OLSHOP,RTMC2BZ6D458XM,2021-08-25 10:25:00.39397,1,1.0,5000.0,N
KPO Thamrin City,87888599279,SRIYANI,RTMC2BZ6D54478,2021-08-25 10:25:00.39398,1,1.0,5000.0,N
KPO Thamrin City,8118466984,AGAZZIELY,RTMC2BZ6D5N5GJ,2021-08-25 10:25:00.39399,1,1.0,5000.0,N
KPO Thamrin City,82111482768,REYNAND COLLECTION,RTMC2BZ6D5N5PJ,2021-08-25 10:25:00.39400,1,1.0,5000.0,N
KPO Thamrin City,812108999920,GAGIL FASHION,RTMC2BZ6DG1KWM,2021-08-25 10:25:00.39401,1,1.0,5000.0,N
KPO Thamrin City,82123001940,IBU LIA,RTMC2BZ6DJKQMM,2021-08-25 10:25:00.39402,1,1.0,5000.0,N
KPO Thamrin City,813838275590,DATIK OSLO JKT,RTMC2BZ6E78WBJ,2021-08-25 10:25:00.39403,1,3.0,15000.0,N
KPO Thamrin City,812829717350,IDA TC,RTMC2BZ6EEKN78,2021-08-25 10:25:00.39404,1,1.0,5000.0,N
KPO Thamrin City,87787060575,AR LABEL STORE,RTMC2BZ6EQMJ9J,2021-08-25 10:25:00.39405,1,1.0,5000.0,N
KPO Thamrin City,81286259284,BRISHA,RTMC2BZ6EX1M4E,2021-08-25 10:25:00.39406,1,6.0,15000.0,N
KPO Thamrin City,81398036563,LANI,RTMC2BZ6EX1MBM,2021-08-25 10:25:00.39407,1,2.0,15200.0,N
KPO Thamrin City,82110631077,EFFONI,RTMC2BZ6EX1MGM,2021-08-25 10:25:00.39408,1,2.0,5000.0,N
KPO Thamrin City,87888023812,AR LABEL STORE,RTMC2BZ6EX1MPE,2021-08-25 10:25:00.39409,1,2.0,5000.0,N
KPO Thamrin City,87885390567,STOCKIST HNI R1R,RTMC2BZ6EXKD8J,2021-08-25 10:25:00.39410,1,2.0,5000.0,N
KPO Thamrin City,81277451166,EVI NOVIYANTI,RTMC2BZ6EXKDDJ,2021-08-25 10:25:00.39411,1,2.0,8400.0,N
KPO Thamrin City,87786615070,AR LABEL STORE,RTMC2BZ6K5GE5M,2021-08-25 10:25:00.39412,1,1.0,5000.0,N
KPO Thamrin City,81243065960,MISS YE,RTMC2BZ6K8PGVJ,2021-08-25 10:25:00.39413,1,3.0,144000.0,N
KPO Thamrin City,81383714947,PEGADAIAN UPC CEMPAKA BARU,RTMC2BZ6K8WWPM,2021-08-25 10:25:00.39414,1,0.3,6400.0,N
KPO Thamrin City,81317517950,HUMAYRA MUKENA,RTMC2BZ6KN9BPM,2021-08-25 10:25:00.39415,1,2.0,10000.0,N
KPO Thamrin City,81212722544,WAWA FASHION,RTMC2BZ6KVX048,2021-08-25 10:25:00.39416,1,1.0,5000.0,N
KPO Thamrin City,82298064656,HANA HIJAB,RTMC2BZ67XYWQJ,2021-08-25 10:25:00.39417,1,4.0,20000.0,N
KPO Thamrin City,878779676500,ALETHA,RTMC2BZ67Z7D1J,2021-08-25 10:25:00.39418,1,1.0,5000.0,N
KPO Thamrin City,857117631870,TOKO DAFFA,RTMC2BZ67Z7DMJ,2021-08-25 10:25:00.39419,1,1.0,5000.0,N
KPO Thamrin City,82210094756,FLOWER'S,RTMC2BZ67ZJYN8,2021-08-25 10:25:00.39420,1,2.0,10000.0,N
KPO Thamrin City,8128800852,TK ATANIA / BETNY,RTMC2BZ6815008,2021-08-25 10:25:00.39421,1,1.0,5000.0,N
KPO Thamrin City,878856772730,ALIYA HIJAB,RTMC2BZ68186EJ,2021-08-25 10:25:00.39422,1,1.0,5000.0,N
KPO Thamrin City,8128889378,D'LOVERA,RTMC2BZ68186ZJ,2021-08-25 10:25:00.39423,1,4.0,20000.0,N
KPO Thamrin City,82298064656,HANA HIJAB,RTMC2BZ689998M,2021-08-25 10:25:00.39424,1,1.0,5000.0,N
KPO Thamrin City,81218146894,RANDO COLLECTION,RTMC2BZ689PJEM,2021-08-25 10:25:00.39425,1,1.0,5000.0,N
KPO Thamrin City,87786615070,TRQ / AR,RTMC2BZ689WVN8,2021-08-25 10:25:00.39426,1,1.0,5000.0,N
KPO Thamrin City,859600895030,SS,RTMC2BZ68MYQV8,2021-08-25 10:25:00.39427,1,2.0,10000.0,N
KPO Thamrin City,856976288070,RESTU MANDEH,RTMC2BZ68QEK48,2021-08-25 10:25:00.39428,1,4.0,20000.0,N
KPO Thamrin City,85811038365,VIENDRA SYARI,RTMC2BZ68QYYNM,2021-08-25 10:25:00.39429,1,2.0,10000.0,N
KPO Thamrin City,81196116880,AMBIGU,RTMC2BZ68ZWBBM,2021-08-25 10:25:00.39430,1,2.0,10000.0,N
KPO Thamrin City,81310188821,APINCO,RTMC2BZ69395BM,2021-08-25 10:25:00.39431,1,2.0,10000.0,N
KPO Thamrin City,81382360705,SABRINA,RTMC2BZ693NQ98,2021-08-25 10:25:00.39432,1,2.0,10000.0,N
KPO Thamrin City,81113703219,ETHA,RTMC2BZ698GX6E,2021-08-25 10:25:00.39433,1,1.0,5000.0,N
KPO Thamrin City,81319158817,DCL PREMIUM,RTMC2BZ698GX7M,2021-08-25 10:25:00.39434,1,2.0,10000.0,N
KPO Thamrin City,8128889378,D'LOVERA,RTMC2BZ698GXVM,2021-08-25 10:25:00.39435,1,2.0,10000.0,N
KPO Thamrin City,81319426363,KAK DIANA,RTMC2BZ698GXYM,2021-08-25 10:25:00.39436,1,1.0,5000.0,N
KPO Thamrin City,81281063002,ME COLLECTION,RTMC2BZ69DJVK6,2021-08-25 10:25:00.39437,1,1.0,7400.0,N
KPO Thamrin City,82128335313,NCHIE,RTMC2BZ69DJVX8,2021-08-25 10:25:00.39438,1,5.0,25000.0,N
KPO Thamrin City,82172452261,RESTU MANDEH,RTMC2BZ69EWBGJ,2021-08-25 10:25:00.39439,1,2.0,10000.0,N
KPO Thamrin City,81316922843,IYYA,RTMC2BZ69EWG1P,2021-08-25 10:25:00.39440,1,1.0,5000.0,N
KPO Thamrin City,8380277371,MURNI,RTMC2BZ69KB038,2021-08-25 10:25:00.39441,1,9.0,1029600.0,N
KPO Thamrin City,81931608100,NUNULOLO,RTMC2BZ69KB0K8,2021-08-25 10:25:00.39442,1,4.0,20000.0,N
KPO Thamrin City,821259895780,AMBIGU,RTMC2BZ69KEDMM,2021-08-25 10:25:00.39443,1,2.0,10000.0,N
KPO Thamrin City,877892265790,NOVI,RTMC2BZ69KYYJJ,2021-08-25 10:25:00.39444,1,1.0,5000.0,N
KPO Thamrin City,81931608100,NUNULOLO,RTMC2BZ69Q8P8M,2021-08-25 10:25:00.39445,1,3.0,15000.0,N
KPO Thamrin City,8128889378,D'LOVERA,RTMC2BZ69Q8PYM,2021-08-25 10:25:00.39446,1,3.0,15000.0,N
KPO Thamrin City,8128889378,D'LOVERA,RTMC2BZ69QJZ9J,2021-08-25 10:25:00.39447,1,3.0,15000.0,N
KPO Thamrin City,81363063550,PUTRA RESTU MANDEH,RTMC2BZ69QXNB8,2021-08-25 10:25:00.39448,1,3.0,15000.0,N
KPO Thamrin City,816960661,IBU LANNY,RTMC2BZ6D0ZGPM,2021-08-25 10:25:00.39449,1,1.0,19600.0,N
KPO Thamrin City,81282971735,IDA TC,RTMC2BZ6D4MPBJ,2021-08-25 10:25:00.39450,1,6.0,30000.0,N
KPO Thamrin City,81285652961,MATT,RTMC2BZ6D4MPGJ,2021-08-25 10:25:00.39451,1,1.0,5000.0,N
KPO Thamrin City,877746932700,IBU YANA HALIM,RTMC2BZ6DBM6JM,2021-08-25 10:25:00.39452,1,1.0,5000.0,N
KPO Thamrin City,81282971735,IDA TC,RTMC2BZ6DG1K6M,2021-08-25 10:25:00.39453,1,1.0,5000.0,N
KPO Thamrin City,85706737403,YY SHOP,RTMC2BZ6DG1KNM,2021-08-25 10:25:00.39454,1,1.0,5000.0,N
KPO Thamrin City,87888123812,AR LABEL STORE,RTMC2BZ6DGP17M,2021-08-25 10:25:00.39455,1,1.0,5000.0,N
KPO Thamrin City,81286260502,LAWALIYAH SYARI,RTMC2BZ6DGP1VM,2021-08-25 10:25:00.39456,1,1.0,5000.0,N
KPO Thamrin City,812105003250,SHARA SYARI,RTMC2BZ6DJGN38,2021-08-25 10:25:00.39457,1,1.0,5000.0,N
KPO Thamrin City,81375082000,DHETA,RTMC2BZ6DJGN88,2021-08-25 10:25:00.39458,1,1.0,8400.0,N
KPO Thamrin City,8128889378,D'LOVERA,RTMC2BZ6DJGND8,2021-08-25 10:25:00.39459,1,3.0,15000.0,N
KPO Thamrin City,81382360705,SABRINA,RTMC2BZ6EX1MJM,2021-08-25 10:25:00.39460,1,2.0,5000.0,N
KPO Thamrin City,8128800852,TOKO ATANIA / BETNY,RTMC2BZ6EXKD3J,2021-08-25 10:25:00.39461,1,2.0,5000.0,N
KPO Thamrin City,85770794295,LANI,RTMC2BZ6EZ0V8M,2021-08-25 10:25:00.39462,1,1.0,5000.0,N
KPO Thamrin City,812807002000,JILBAB ONLINE,RTMC2BZ6K38578,2021-08-25 10:25:00.39463,1,1.0,5000.0,N
KPO Thamrin City,81319426363,KAK DIANA,RTMC2BZ6K5E0DJ,2021-08-25 10:25:00.39464,1,4.0,20000.0,N
KPO Thamrin City,81395958358,FAZZA BOUTIQUE,RTMC2BZ6D003X8,2021-08-25 10:25:00.39465,1,1.0,5000.0,N
KPO Thamrin City,85264593545,TOKO IIN COLLECTION,RTMC2BZ6D0VXVJ,2021-08-25 10:25:00.39466,1,1.0,5000.0,N
KPO Thamrin City,813872162540,DATIK OSLO JKT,RTMC2BZ6D0ZG4M,2021-08-25 10:25:00.39467,1,4.0,51000.0,N
KPO Thamrin City,895062647910,FATIMAH SHOP,RTMC2BZ6D48Z78,2021-08-25 10:25:00.39468,1,1.0,5000.0,N
KPO Thamrin City,81311064650,SANTI / NEXT UP,RTMC2BZ6D5N5BJ,2021-08-25 10:25:00.39469,1,1.0,5000.0,N
KPO Thamrin City,81584797977,BEELLILAROOM,RTMC2BZ6DGKYZJ,2021-08-25 10:25:00.39470,1,1.0,5000.0,N
KPO Thamrin City,81296653628,HAFLY HIJAB,RTMC2BZ6DGP18M,2021-08-25 10:25:00.39471,1,2.0,10000.0,N
KPO Thamrin City,85200026868,DAYANA BOUTIQUE,RTMC2BZ6DJGNK8,2021-08-25 10:25:00.39472,1,1.0,5000.0,N
KPO Thamrin City,87888599279,SRIYANI,RTMC2BZ6DPQE1J,2021-08-25 10:25:00.39473,1,1.0,5000.0,N
KPO Thamrin City,813720568390,RANDO COLLECTION,RTMC2BZ6DPQE9J,2021-08-25 10:25:00.39474,1,6.0,91200.0,N
KPO Thamrin City,87787060575,AR LABEL STORE,RTMC2BZ6E8V41J,2021-08-25 10:25:00.39475,1,1.0,5000.0,N
KPO Thamrin City,896378690990,EL . DEENA,RTMC2BZ6EZQ9ZJ,2021-08-25 10:25:00.39476,1,1.0,5000.0,N
KPO Thamrin City,81931608100,NUNULOLO,RTMC2BZ6K5GE6M,2021-08-25 10:25:00.39477,1,3.0,15000.0,N
KPO Thamrin City,87787060575,AR LABEL STORE,RTMC2BZ6K6BP78,2021-08-25 10:25:00.39478,1,1.0,5000.0,N
KPO Thamrin City,877892265790,NOVI,RTMC2BZ6K6YNGJ,2021-08-25 10:25:00.39479,1,1.0,5000.0,N
KPO Thamrin City,87888023812,AR LABEL STORE,RTMC2BZ6K6YNPJ,2021-08-25 10:25:00.39480,1,1.0,5000.0,N
KPO Thamrin City,8128889378,D'LOVERA,RTMC2BZ6K7YD0M,2021-08-25 10:25:00.39481,1,4.0,20000.0,N
KPO Thamrin City,896011951,PEGADAIAN KEBON KOSONG,RTMC2BZ6K8WW4M,2021-08-25 10:25:00.39482,1,0.3,17900.0,N
KPO Thamrin City,877892265790,NOVI,RTMC2BZ6KNNDX8,2021-08-25 10:25:00.39483,1,1.0,5000.0,N
KPO Thamrin City,81355933363,ZHAKI STORE.92,RTMC2BZ6KV79WM,2021-08-25 10:25:00.39484,1,2.0,10000.0,N
KPO Thamrin City,81372056839,RANDO COLLECTION,RTMC2BZ6KY9V08,2021-08-25 10:25:00.39485,1,3.0,15000.0,N
KPO Thamrin City,85813855188,NAURA COLLECTION,RTMC2BZ6KYN11J,2021-08-25 10:25:00.39486,1,1.0,5000.0,N
KPO Thamrin City,856976288070,HIJRAH JKT,RTMC2BZ6M3Z8W8,2021-08-25 10:25:00.39487,1,12.0,60000.0,N
KPO Thamrin City,81808522214,GAMIS MURAH MONA,RTMC2BZ6M51V0P,2021-08-25 10:25:00.39488,1,1.0,5000.0,N
KPO Thamrin City,812906111280,ALISRO,RTMC2BZ6M51V5P,2021-08-25 10:25:00.39489,1,2.0,10000.0,N
KPO Thamrin City,857115583660,SARKIS HIJAB,RTMC2BZ6M51VNP,2021-08-25 10:25:00.39490,1,34.0,516800.0,N
KPO Thamrin City,8128889378,D'LOVERA,RTMC2BZ6M5KJE8,2021-08-25 10:25:00.39491,1,3.0,15000.0,N
KPO Thamrin City,81281916252,ARRUMAISHA,RTMC2BZ6M5KJQ8,2021-08-25 10:25:00.39492,1,1.0,5000.0,N
KPO Thamrin City,81931608100,NUNULOLO,RTMC2BZ6M5KJX8,2021-08-25 10:25:00.39493,1,4.0,20000.0,N
KPO Thamrin City,82122068087,ARRUMAISHA,RTMC2BZ6M61ZYM,2021-08-25 10:25:00.39494,1,3.0,15000.0,N
KPO Thamrin City,81281063002,ME COLLECTION,RTMC2BZ6M66WW8,2021-08-25 10:25:00.39495,1,3.0,15000.0,N
KPO Thamrin City,81290434160,GALLERY DEVINA,RTMC2BZ6M6GG7E,2021-08-25 10:25:00.39496,1,3.0,15000.0,N
KPO Thamrin City,813152409120,AGOEST,RTMC2BZ6M6GGDM,2021-08-25 10:25:00.39497,1,1.0,5000.0,N
KPO Thamrin City,812829717350,IDA TC,RTMC2BZ6M6GGEM,2021-08-25 10:25:00.39498,1,1.0,5000.0,N
KPO Thamrin City,857077111210,ANNA,RTMC2BZ6M6GGKM,2021-08-25 10:25:00.39499,1,1.0,15200.0,N
KPO Thamrin City,813917893450,YOU FOR ME,RTMC2BZ6M6K8XJ,2021-08-25 10:25:00.39500,1,4.0,20000.0,N
KPO Thamrin City,82323242327,LILY,RTMC2BZ6M7GYZ8,2021-08-25 10:25:00.39501,1,4.0,20000.0,N
KPO Thamrin City,82122068087,ARRUMAISHA,RTMC2BZ6M833MM,2021-08-25 10:25:00.39502,1,2.0,29800.0,N
KPO Thamrin City,81319158817,DCL PREMIUM,RTMC2BZ6M833XM,2021-08-25 10:25:00.39503,1,8.0,20000.0,N
KPO Thamrin City,838807374428,AR LABEL STORE,RTMC2BZ6M84B38,2021-08-25 10:25:00.39504,1,4.0,10000.0,N
KPO Thamrin City,81931608100,NUNULOLO,RTMC2BZ6MDGQ9J,2021-08-25 10:25:00.39505,1,3.0,15000.0,N
KPO Thamrin City,87877997894,RIRIN,RTMC2BZ6MDY46E,2021-08-25 10:25:00.39506,1,1.0,5000.0,N
KPO Thamrin City,856925659,TYARA HIJAB,RTMC2BZ6MDY47M,2021-08-25 10:25:00.39507,1,1.0,5000.0,N
KPO Thamrin City,81218989301,ALIDA,RTMC2BZ6MN5E4M,2021-08-25 10:25:00.39508,1,2.0,10000.0,N
KPO Thamrin City,81931608100,NUNULOLO,RTMC2BZ6MNM05J,2021-08-25 10:25:00.39509,1,2.0,17900.0,N
KPO Thamrin City,812829717350,IDA TC,RTMC2BZ6MNM0NJ,2021-08-25 10:25:00.39510,1,3.0,15000.0,N
KPO Thamrin City,812884176450,RUKUH JANNAH,RTMC2BZ6MNM0PP,2021-08-25 10:25:00.39511,1,1.0,5000.0,N
KPO Thamrin City,8128889378,D'LOVERA,RTMC2BZ6KWJW38,2021-08-25 10:25:00.39512,1,3.0,15000.0,N
KPO Thamrin City,81210899992,GAGIL FAHION,RTMC2BZ6KWJWK8,2021-08-25 10:25:00.39513,1,3.0,15000.0,N
KPO Thamrin City,81355933363,ZHAKI STORE,RTMC2BZ6M3JGGJ,2021-08-25 10:25:00.39514,1,4.0,10000.0,N
KPO Thamrin City,85241558906,UMMU ZAHRA,RTMC2BZ6M61ZNE,2021-08-25 10:25:00.39515,1,1.0,49300.0,N
KPO Thamrin City,8128889378,D'LOVERA,RTMC2BZ6M61ZWE,2021-08-25 10:25:00.39516,1,3.0,15000.0,N
KPO Thamrin City,81285652961,RAHMAT FITRA,RTMC2BZ6M66WN8,2021-08-25 10:25:00.39517,1,1.0,5000.0,N
KPO Thamrin City,8128889378,D'LOVERA,RTMC2BZ6M6GG8E,2021-08-25 10:25:00.39518,1,3.0,15000.0,N
KPO Thamrin City,87787060575,AR LABEL STORE,RTMC2BZ6M6GGVE,2021-08-25 10:25:00.39519,1,1.0,5000.0,N
KPO Thamrin City,8121089999200,GAGILFASHION,RTMC2BZ6M6K81J,2021-08-25 10:25:00.39520,1,2.0,10000.0,N
KPO Thamrin City,811112953,DCL_PREMIUM,RTMC2BZ6M7GYX8,2021-08-25 10:25:00.39521,1,4.0,20000.0,N
KPO Thamrin City,8118332919,MY FASHION,RTMC2BZ6MDY48M,2021-08-25 10:25:00.39522,1,1.0,5000.0,N
KPO Thamrin City,8577079429,LANI,RTMC2BZ6MDY4YM,2021-08-25 10:25:00.39523,1,2.0,10000.0,N
KPO Thamrin City,8128889378,D'LOVERA,RTMC2BZ6MN5K1M,2021-08-25 10:25:00.39524,1,3.0,15000.0,N
KPO Thamrin City,81288991502,BRISHA,RTMC2BZ6MNM04P,2021-08-25 10:25:00.39525,1,1.0,5000.0,N
KPO Thamrin City,856937528280,ARYA OUTLET,RTMC2BZ6MNM0BP,2021-08-25 10:25:00.39526,1,1.0,5000.0,N
KPO Thamrin City,85811038365,VIENDRA SYARI,RTMC2BZ6MNM0GP,2021-08-25 10:25:00.39527,1,4.0,20000.0,N
KPO Thamrin City,857161304240,AMBIGU,RTMC2BZ6MVZJJM,2021-08-25 10:25:00.39528,1,1.0,5000.0,N
KPO Thamrin City,85811038365,VIENDRA SYARI,RTMC2BZ6MWQMGJ,2021-08-25 10:25:00.39529,1,4.0,20000.0,N
KPO Thamrin City,81315016776,EVA,RTMC2BZ6MWVDV8,2021-08-25 10:25:00.39530,1,3.0,15000.0,N
KPO Thamrin City,81310188821,APINCO,RTMC2BZ6MWVDY8,2021-08-25 10:25:00.39531,1,1.0,5000.0,N
KPO Thamrin City,85811038365,VIENDRA SYARI,RTMC2BZ6MY35ZJ,2021-08-25 10:25:00.39532,1,1.0,5000.0,N
KPO Thamrin City,857183355130,RAHMAD COLLECTION,RTMC2BZ6Q1JJ5M,2021-08-25 10:25:00.39533,1,2.0,5000.0,N
KPO Thamrin City,81318724025,NHIP SYAUQI,RTMC2BZ6Q1JJNM,2021-08-25 10:25:00.39534,1,2.0,5000.0,N
KPO Thamrin City,8116542216,PRINCESS BUTIK,RTMC2BZ6Q1ZK3J,2021-08-25 10:25:00.39535,1,1.0,5000.0,N
KPO Thamrin City,81584797977,AMBIGU,RTMC2BZ6Q9N78M,2021-08-25 10:25:00.39536,1,3.0,15000.0,N
KPO Thamrin City,8128889378,D'LOVERA,RTMC2BZ6Q9N7VM,2021-08-25 10:25:00.39537,1,3.0,15000.0,N
KPO Thamrin City,81299120125,GOTA LABEL,RTMC2BZ6QMG34J,2021-08-25 10:25:00.39538,1,2.0,10000.0,N
KPO Thamrin City,81372717275,LUXURY SYARI,RTMC2BZ6QMG89P,2021-08-25 10:25:00.39539,1,1.0,5000.0,N
KPO Thamrin City,859594034340,SHOFIE,RTMC2BZ6QQ19K6,2021-08-25 10:25:00.39540,1,2.0,5000.0,N
